Entry	Reviewed	Entry Name	Protein names	Length	InterPro
Q99102	reviewed	MUC4_HUMAN	Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) (Tracheobronchial mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)]	5412	IPR005533;IPR056619;IPR000742;IPR051495;IPR003886;IPR001846;
Q99250	reviewed	SCN2A_HUMAN	Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2)	2005	IPR005821;IPR000048;IPR058542;IPR001696;IPR044564;IPR010526;IPR024583;IPR043203;IPR027359;
Q99435	reviewed	NELL2_HUMAN	Protein kinase C-binding protein NELL2 (NEL-like protein 2) (Nel-related protein 2)	816	IPR013320;IPR000742;IPR001881;IPR000152;IPR018097;IPR009030;IPR001791;IPR024731;IPR049883;IPR051586;IPR048287;IPR001007;
Q99459	reviewed	CDC5L_HUMAN	Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)	802	IPR047242;IPR021786;IPR009057;IPR017930;IPR001005;IPR047240;
Q99460	reviewed	PSMD1_HUMAN	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112)	953	IPR016642;IPR011989;IPR016024;IPR002015;IPR048570;IPR040623;
Q99466	reviewed	NOTC4_HUMAN	Neurogenic locus notch homolog protein 4 (Notch 4) (hNotch4) [Cleaved into: Notch 4 extracellular truncation; Notch 4 intracellular domain]	2003	IPR002110;IPR036770;IPR000742;IPR001881;IPR013032;IPR000152;IPR018097;IPR009030;IPR008297;IPR035993;IPR051355;IPR049883;IPR022355;IPR000800;IPR010660;IPR011656;
Q99490	reviewed	AGAP2_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)	1192	IPR002110;IPR036770;IPR051282;IPR037278;IPR001164;IPR038508;IPR027417;IPR011993;IPR001849;IPR001806;
Q99523	reviewed	SORT_HUMAN	Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3)	831	IPR031777;IPR031778;IPR006581;IPR050310;IPR015943;
Q99549	reviewed	MPP8_HUMAN	M-phase phosphoprotein 8 (Two hybrid-associated protein 3 with RanBPM) (Twa3)	860	IPR002110;IPR036770;IPR016197;IPR000953;IPR023780;IPR023779;IPR050889;
Q99550	reviewed	MPP9_HUMAN	M-phase phosphoprotein 9	1183	IPR026636;
Q99558	reviewed	M3K14_HUMAN	Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)	947	IPR011009;IPR042787;IPR050538;IPR017425;IPR000719;IPR017441;IPR008271;
Q99569	reviewed	PKP4_HUMAN	Plakophilin-4 (p0071)	1192	IPR011989;IPR016024;IPR000225;IPR028435;
Q99570	reviewed	PI3R4_HUMAN	Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4) (EC 2.7.11.1) (PI3-kinase p150 subunit) (Phosphoinositide 3-kinase adaptor protein)	1358	IPR055231;IPR011989;IPR016024;IPR021133;IPR011009;IPR000719;IPR008271;IPR045162;IPR015943;IPR036322;IPR001680;
Q99575	reviewed	POP1_HUMAN	Ribonucleases P/MRP protein subunit POP1 (hPOP1)	1024	IPR039182;IPR055079;IPR009723;IPR012590;
Q99590	reviewed	SCAFB_HUMAN	Protein SCAF11 (CTD-associated SR protein 11) (Renal carcinoma antigen NY-REN-40) (SC35-interacting protein 1) (SR-related and CTD-associated factor 11) (SRSF2-interacting protein) (Serine/arginine-rich splicing factor 2-interacting protein) (Splicing factor, arginine/serine-rich 2-interacting protein) (Splicing regulatory protein 129) (SRrp129)	1463	IPR057031;IPR001841;IPR013083;IPR017907;
Q99613	reviewed	EIF3C_HUMAN	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)	913	IPR027516;IPR008905;IPR058999;IPR000717;IPR036388;IPR036390;
Q99650	reviewed	OSMR_HUMAN	Oncostatin-M-specific receptor subunit beta (Interleukin-31 receptor subunit beta) (IL-31 receptor subunit beta) (IL-31R subunit beta) (IL-31R-beta) (IL-31RB)	979	IPR003961;IPR036116;IPR003529;IPR013783;IPR048497;IPR040817;IPR052672;
Q99665	reviewed	I12R2_HUMAN	Interleukin-12 receptor subunit beta-2 (IL-12 receptor subunit beta-2) (IL-12R subunit beta-2) (IL-12R-beta-2) (IL-12RB2)	862	IPR003961;IPR036116;IPR003529;IPR013783;IPR010457;IPR052672;
Q99683	reviewed	M3K5_HUMAN	Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5)	1374	IPR046872;IPR046873;IPR011009;IPR043969;IPR025136;IPR000719;IPR017441;IPR013761;IPR008271;
Q99698	reviewed	LYST_HUMAN	Lysosomal-trafficking regulator (Beige homolog)	3801	IPR016024;IPR000409;IPR036372;IPR050865;IPR023362;IPR011993;IPR015943;IPR019775;IPR036322;IPR001680;
Q99700	reviewed	ATX2_HUMAN	Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein)	1313	IPR045117;IPR010920;IPR009604;IPR009818;IPR047575;IPR025852;
Q99707	reviewed	METH_HUMAN	Methionine synthase (MS) (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Cobalamin-dependent methionine synthase) (Vitamin-B12 dependent methionine synthase)	1265	IPR003759;IPR006158;IPR036724;IPR011005;IPR003726;IPR036589;IPR050554;IPR033706;IPR011822;IPR036594;IPR000489;IPR004223;IPR037010;
Q99708	reviewed	CTIP_HUMAN	DNA endonuclease RBBP8 (EC 3.1.-.-) (CtBP-interacting protein) (CtIP) (Retinoblastoma-binding protein 8) (RBBP-8) (Retinoblastoma-interacting protein and myosin-like) (RIM) (Sporulation in the absence of SPO11 protein 2 homolog) (SAE2)	897	IPR019518;IPR013882;IPR033316;
Q99715	reviewed	COCA1_HUMAN	Collagen alpha-1(XII) chain	3063	IPR008160;IPR013320;IPR050525;IPR003961;IPR036116;IPR013783;IPR048287;IPR002035;IPR036465;
Q99743	reviewed	NPAS2_HUMAN	Neuronal PAS domain-containing protein 2 (Neuronal PAS2) (Basic-helix-loop-helix-PAS protein MOP4) (Class E basic helix-loop-helix protein 9) (bHLHe9) (Member of PAS protein 4) (PAS domain-containing protein 4)	824	IPR011598;IPR047230;IPR036638;IPR001067;IPR001610;IPR000014;IPR035965;IPR013767;
Q99758	reviewed	ABCA3_HUMAN	Phospholipid-transporting ATPase ABCA3 (EC 7.6.2.1) (ABC-C transporter) (ATP-binding cassette sub-family A member 3) (ATP-binding cassette transporter 3) (ATP-binding cassette 3) (Xenobiotic-transporting ATPase ABCA3) (EC 7.6.2.2) [Cleaved into: 150 Kda mature form]	1704	IPR003593;IPR013525;IPR003439;IPR017871;IPR026082;IPR027417;IPR056264;
Q99814	reviewed	EPAS1_HUMAN	Endothelial PAS domain-containing protein 1 (EPAS-1) (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73) (bHLHe73) (HIF-1-alpha-like factor) (HLF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2)	870	IPR011598;IPR014887;IPR021537;IPR036638;IPR001067;IPR001610;IPR000014;IPR035965;IPR013767;
Q99959	reviewed	PKP2_HUMAN	Plakophilin-2	881	IPR011989;IPR016024;IPR000225;IPR028435;
Q99973	reviewed	TEP1_HUMAN	Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog)	2627	IPR056829;IPR056828;IPR025139;IPR045804;IPR007111;IPR027417;IPR052652;IPR008850;IPR008858;IPR037214;IPR015943;IPR036322;IPR001680;
Q99996	reviewed	AKAP9_HUMAN	A-kinase anchor protein 9 (AKAP-9) (A-kinase anchor protein 350 kDa) (AKAP 350) (hgAKAP 350) (A-kinase anchor protein 450 kDa) (AKAP 450) (AKAP 120-like protein) (Centrosome- and Golgi-localized PKN-associated protein) (CG-NAP) (Protein hyperion) (Protein kinase A-anchoring protein 9) (PRKA9) (Protein yotiao)	3907	IPR028745;IPR005539;IPR019528;
Q9BPX3	reviewed	CND3_HUMAN	Condensin complex subunit 3 (Chromosome-associated protein G) (Condensin subunit CAP-G) (hCAP-G) (Melanoma antigen NY-MEL-3) (Non-SMC condensin I complex subunit G) (XCAP-G homolog)	1015	IPR011989;IPR016024;IPR027165;IPR025977;
Q9BQ52	reviewed	RNZ2_HUMAN	Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2)	826	IPR036866;IPR047151;IPR027794;
Q9BQF6	reviewed	SENP7_HUMAN	Sentrin-specific protease 7 (EC 3.4.22.-) (SUMO-1-specific protease 2) (Sentrin/SUMO-specific protease SENP7)	1050	IPR038765;IPR003653;IPR051947;
Q9BQG0	reviewed	MBB1A_HUMAN	Myb-binding protein 1A	1328	IPR011989;IPR016024;IPR007015;
Q9BQI5	reviewed	SGIP1_HUMAN	SH3-containing GRB2-like protein 3-interacting protein 1 (Endophilin-3-interacting protein)	828	IPR036168;IPR028565;IPR018808;IPR037984;
Q9BQI6	reviewed	SLF1_HUMAN	SMC5-SMC6 complex localization factor protein 1 (Ankyrin repeat domain-containing protein 32) (BRCT domain-containing protein 1) (Smc5/6 localization factor 1)	1058	IPR002110;IPR036770;IPR001357;IPR036420;IPR049935;IPR042479;IPR057595;
Q9BQK8	reviewed	LPIN3_HUMAN	Phosphatidate phosphatase LPIN3 (EC 3.1.3.4) (Lipin-3) (Lipin-3-like)	851	IPR036412;IPR026058;IPR031703;IPR007651;IPR013209;IPR031315;
Q9BQS7	reviewed	HEPH_HUMAN	Hephaestin (Hp) (EC 1.16.3.1)	1158	IPR048236;IPR011707;IPR011706;IPR045087;IPR033138;IPR002355;IPR008972;
Q9BQS8	reviewed	FYCO1_HUMAN	FYVE and coiled-coil domain-containing protein 1 (Zinc finger FYVE domain-containing protein 7)	1478	IPR047337;IPR009038;IPR036598;IPR004012;IPR037213;IPR047336;IPR000306;IPR017455;IPR011011;IPR013083;
Q9BQT9	reviewed	CSTN3_HUMAN	Calsyntenin-3 (Alcadein-beta) (Alc-beta)	956	IPR002126;IPR015919;IPR045588;IPR013320;
Q9BSJ2	reviewed	GCP2_HUMAN	Gamma-tubulin complex component 2 (GCP-2) (hGCP2) (Gamma-ring complex protein 103 kDa) (h103p) (hGrip103) (Spindle pole body protein Spc97 homolog) (hSpc97)	902	IPR007259;IPR040457;IPR042241;IPR041470;
Q9BSJ8	reviewed	ESYT1_HUMAN	Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein)	1104	IPR000008;IPR035892;IPR037752;IPR037733;IPR037749;IPR051634;IPR031468;IPR039010;
Q9BTC0	reviewed	DIDO1_HUMAN	Death-inducer obliterator 1 (DIO-1) (hDido1) (Death-associated transcription factor 1) (DATF-1)	2240	IPR033082;IPR012921;IPR003618;IPR036575;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q9BTW9	reviewed	TBCD_HUMAN	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D)	1192	IPR011989;IPR016024;IPR058033;IPR033162;IPR022577;
Q9BUJ2	reviewed	HNRL1_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5)	856	IPR001870;IPR043136;IPR013320;IPR027417;IPR003034;IPR036361;IPR003877;IPR035778;
Q9BUQ8	reviewed	DDX23_HUMAN	Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)	820	IPR011545;IPR014001;IPR001650;IPR027417;IPR057479;IPR000629;IPR014014;
Q9BV73	reviewed	CP250_HUMAN	Centrosome-associated protein CEP250 (250 kDa centrosomal protein) (Cep250) (Centrosomal Nek2-associated protein 1) (C-Nap1) (Centrosomal protein 2)	2442	IPR057658;IPR055167;
Q9BVG8	reviewed	KIFC3_HUMAN	Kinesin-like protein KIFC3	833	IPR027640;IPR019821;IPR001752;IPR036961;IPR027417;
Q9BVI0	reviewed	PHF20_HUMAN	PHD finger protein 20 (Glioma-expressed antigen 2) (Hepatocellular carcinoma-associated antigen 58) (Novel zinc finger protein) (Transcription factor TZP)	1012	IPR041297;IPR043449;IPR022255;IPR002999;IPR019786;IPR013087;IPR011011;IPR001965;IPR013083;
Q9BVN2	reviewed	RUSC1_HUMAN	AP-4 complex accessory subunit RUSC1 (New molecule containing SH3 at the carboxy-terminus) (Nesca) (RUN and SH3 domain-containing protein 1)	902	IPR004012;IPR037213;IPR047341;IPR047343;IPR036028;IPR001452;
Q9BVV6	reviewed	TALD3_HUMAN	Protein TALPID3	1533	IPR029246;
Q9BWH6	reviewed	RPAP1_HUMAN	RNA polymerase II-associated protein 1	1393	IPR039913;IPR013929;IPR013930;IPR057989;
Q9BWT7	reviewed	CAR10_HUMAN	Caspase recruitment domain-containing protein 10 (CARD-containing MAGUK protein 3) (Carma 3)	1032	IPR001315;IPR042140;IPR011029;IPR027417;
Q9BWV1	reviewed	BOC_HUMAN	Brother of CDO (Protein BOC)	1114	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;
Q9BX26	reviewed	SYCP2_HUMAN	Synaptonemal complex protein 2 (SCP-2) (Synaptonemal complex lateral element protein) (hsSCP2)	1530	IPR024835;IPR041322;IPR040560;
Q9BX63	reviewed	FANCJ_HUMAN	Fanconi anemia group J protein (EC 5.6.2.3) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1) (BRCA1-interacting protein 1) (DNA 5'-3' helicase FANCJ)	1249	IPR006555;IPR045028;IPR014013;IPR006554;IPR014001;IPR027417;IPR010614;IPR013020;
Q9BX66	reviewed	SRBS1_HUMAN	Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP)	1292	IPR050384;IPR036028;IPR001452;IPR003127;IPR035606;IPR035610;IPR035611;
Q9BX84	reviewed	TRPM6_HUMAN	Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6) [Cleaved into: TRPM6 kinase, cleaved form]	2022	IPR004166;IPR005821;IPR011009;IPR050927;IPR057366;IPR029597;IPR041491;IPR032415;IPR037162;
Q9BXA9	reviewed	SALL3_HUMAN	Sal-like protein 3 (Zinc finger protein 796) (Zinc finger protein SALL3) (hSALL3)	1300	IPR051565;IPR036236;IPR013087;
Q9BXB1	reviewed	LGR4_HUMAN	Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48)	951	IPR000276;IPR017452;IPR002131;IPR001611;IPR003591;IPR032675;IPR000372;
Q9BXF3	reviewed	CECR2_HUMAN	Chromatin remodeling regulator CECR2 (Cat eye syndrome critical region protein 2)	1484	IPR001487;IPR036427;IPR018359;IPR029614;
Q9BXJ9	reviewed	NAA15_HUMAN	N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)	866	IPR021183;IPR011990;IPR019734;
Q9BXL6	reviewed	CAR14_HUMAN	Caspase recruitment domain-containing protein 14 (CARD-containing MAGUK protein 2) (Carma 2)	1004	IPR001315;IPR011029;IPR008144;IPR027417;IPR001478;IPR036034;
Q9BXL7	reviewed	CAR11_HUMAN	Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1) (Carma 1)	1154	IPR001315;IPR042141;IPR011029;IPR027417;IPR036034;
Q9BXM0	reviewed	PRAX_HUMAN	Periaxin	1461	IPR052082;IPR001478;IPR036034;
Q9BXP2	reviewed	S12A9_HUMAN	Solute carrier family 12 member 9 (Cation-chloride cotransporter 6) (hCCC6) (Cation-chloride cotransporter-interacting protein 1) (CCC-interacting protein 1) (hCIP1) (Potassium-chloride transporter 9) (WO3.3)	914	IPR004841;IPR018491;IPR004842;
Q9BXP5	reviewed	SRRT_HUMAN	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)	876	IPR035979;IPR039727;IPR007042;IPR021933;
Q9BXP8	reviewed	PAPP2_HUMAN	Pappalysin-2 (EC 3.4.24.-) (Pregnancy-associated plasma protein A2) (PAPP-A2) (Pregnancy-associated plasma protein E1) (PAPP-E)	1791	IPR013320;IPR036116;IPR006558;IPR024079;IPR011936;IPR000800;IPR043543;IPR058897;IPR008754;IPR035976;IPR000436;
Q9BXR5	reviewed	TLR10_HUMAN	Toll-like receptor 10 (CD antigen CD290)	811	IPR000483;IPR001611;IPR003591;IPR032675;IPR000157;IPR017241;IPR035897;
Q9BXT4	reviewed	TDRD1_HUMAN	Tudor domain-containing protein 1 (Cancer/testis antigen 41.1) (CT41.1)	1180	IPR035437;IPR002999;IPR050621;IPR047376;IPR047377;IPR047378;IPR002893;
Q9BXT5	reviewed	TEX15_HUMAN	Testis-expressed protein 15 (Cancer/testis antigen 42) (CT42)	2789	IPR026616;IPR032765;
Q9BXT6	reviewed	M10L1_HUMAN	RNA helicase Mov10l1 (EC 3.6.4.13) (Moloney leukemia virus 10-like protein 1) (MOV10-like protein 1)	1211	IPR041679;IPR041677;IPR049080;IPR027417;IPR047187;
Q9BXT8	reviewed	RNF17_HUMAN	RING finger protein 17 (Tudor domain-containing protein 4)	1623	IPR047845;IPR047847;IPR047848;IPR047849;IPR047850;IPR035437;IPR002999;IPR001841;IPR017907;
Q9BXU1	reviewed	STK31_HUMAN	Serine/threonine-protein kinase 31 (EC 2.7.11.1) (Serine/threonine-protein kinase NYD-SPK) (Sugen kinase 396) (SgK396)	1019	IPR011009;IPR000719;IPR052451;IPR035437;IPR002999;IPR047383;
Q9BXU7	reviewed	UBP26_HUMAN	Ubiquitin carboxyl-terminal hydrolase 26 (EC 3.4.19.12) (Deubiquitinating enzyme 26) (Ubiquitin thioesterase 26) (Ubiquitin-specific-processing protease 26)	913	IPR038765;IPR050164;IPR001394;IPR028889;IPR032069;IPR038093;IPR018200;
Q9BXW6	reviewed	OSBL1_HUMAN	Oxysterol-binding protein-related protein 1 (ORP-1) (OSBP-related protein 1)	950	IPR002110;IPR036770;IPR037239;IPR000648;IPR018494;IPR011993;IPR001849;
Q9BXW9	reviewed	FACD2_HUMAN	Fanconi anemia group D2 protein (Protein FACD2)	1451	IPR029448;
Q9BXX0	reviewed	EMIL2_HUMAN	EMILIN-2 (Elastin microfibril interface-located protein 2) (Elastin microfibril interfacer 2) (Protein FOAP-10)	1053	IPR001073;IPR050392;IPR011489;IPR008983;
Q9BY07	reviewed	S4A5_HUMAN	Electrogenic sodium bicarbonate cotransporter 4 (NBCe2) (Solute carrier family 4 member 5)	1137	IPR013769;IPR011531;IPR003020;IPR003024;IPR016152;
Q9BY12	reviewed	SCAPE_HUMAN	S phase cyclin A-associated protein in the endoplasmic reticulum (S phase cyclin A-associated protein in the ER) (Zinc finger protein 291)	1400	IPR003604;IPR032446;IPR036236;IPR013087;
Q9BY66	reviewed	KDM5D_HUMAN	Lysine-specific demethylase 5D (EC 1.14.11.67) (Histocompatibility Y antigen) (H-Y) (Histone demethylase JARID1D) (Jumonji/ARID domain-containing protein 1D) (Protein SmcY) ([histone H3]-trimethyl-L-lysine(4) demethylase 5D)	1539	IPR001606;IPR036431;IPR003347;IPR003349;IPR048615;IPR013637;IPR019786;IPR004198;IPR011011;IPR001965;IPR019787;IPR013083;
Q9BYB0	reviewed	SHAN3_HUMAN	SH3 and multiple ankyrin repeat domains protein 3 (Shank3) (Proline-rich synapse-associated protein 2) (ProSAP2)	1806	IPR002110;IPR036770;IPR001478;IPR041489;IPR036034;IPR001660;IPR013761;IPR036028;IPR001452;IPR051569;
Q9BYE9	reviewed	CDHR2_HUMAN	Cadherin-related family member 2 (Protocadherin LKC) (PC-LKC) (Protocadherin-24)	1310	IPR002126;IPR015919;IPR020894;
Q9BYF1	reviewed	ACE2_HUMAN	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (Angiotensin-converting enzyme homolog) (ACEH) (Angiotensin-converting enzyme-related carboxypeptidase) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2]	805	IPR031588;IPR001548;
Q9BYH1	reviewed	SE6L1_HUMAN	Seizure 6-like protein	1024	IPR000859;IPR051277;IPR035914;IPR035976;IPR000436;
Q9BYK8	reviewed	HELZ2_HUMAN	3'-5' exoribonuclease HELZ2 (EC 3.1.13.1) (ATP-dependent RNA helicase PRIC285) (EC 3.6.4.13) (Helicase with zinc finger 2, transcriptional coactivator) (Helicase with zinc finger domain 2) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)	2896	IPR050534;IPR041679;IPR041677;IPR012340;IPR056787;IPR027417;IPR001900;IPR022966;IPR047187;IPR036236;IPR000571;
Q9BYN7	reviewed	ZN341_HUMAN	Zinc finger protein 341	854	IPR036236;IPR013087;
Q9BYP7	reviewed	WNK3_HUMAN	Serine/threonine-protein kinase WNK3 (EC 2.7.11.1) (Protein kinase lysine-deficient 3) (Protein kinase with no lysine 3)	1800	IPR056865;IPR011009;IPR024678;IPR000719;IPR008271;IPR050588;
Q9BYT9	reviewed	ANO3_HUMAN	Anoctamin-3 (Transmembrane protein 16C)	981	IPR032394;IPR007632;IPR049452;
Q9BYV9	reviewed	BACH2_HUMAN	Transcription regulator protein BACH2 (BTB and CNC homolog 2)	841	IPR000210;IPR004827;IPR043321;IPR004826;IPR046347;IPR011333;IPR008917;IPR050457;
Q9BYW2	reviewed	SETD2_HUMAN	Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP)	2564	IPR006560;IPR003616;IPR001214;IPR046341;IPR044437;IPR042294;IPR013257;IPR038190;IPR035441;IPR001202;IPR036020;
Q9BYX2	reviewed	TBD2A_HUMAN	TBC1 domain family member 2A (Armus) (Prostate antigen recognized and identified by SEREX 1) (PARIS-1)	928	IPR011993;IPR001849;IPR000195;IPR035969;IPR050302;
Q9BYX4	reviewed	IFIH1_HUMAN	Interferon-induced helicase C domain-containing protein 1 (EC 3.6.4.13) (Clinically amyopathic dermatomyositis autoantigen 140 kDa) (CADM-140 autoantigen) (Helicase with 2 CARD domains) (Helicard) (Interferon-induced with helicase C domain protein 1) (Melanoma differentiation-associated protein 5) (MDA-5) (Murabutide down-regulated protein) (RIG-I-like receptor 2) (RLR-2) (RNA helicase-DEAD box protein 116)	1025	IPR031964;IPR011029;IPR006935;IPR014001;IPR001650;IPR027417;IPR041204;IPR038557;IPR021673;IPR051363;
Q9BZ11	reviewed	ADA33_HUMAN	Disintegrin and metalloproteinase domain-containing protein 33 (ADAM 33) (EC 3.4.24.-)	813	IPR006586;IPR018358;IPR001762;IPR036436;IPR000742;IPR024079;IPR001590;IPR002870;IPR034027;
Q9BZ29	reviewed	DOCK9_HUMAN	Dedicator of cytokinesis protein 9 (Cdc42 guanine nucleotide exchange factor zizimin-1) (Zizimin-1)	2069	IPR016024;IPR037809;IPR027007;IPR035892;IPR026791;IPR021816;IPR043161;IPR043162;IPR027357;IPR046769;IPR046770;IPR046773;IPR011993;IPR001849;
